timestamp_ms,accel_x_mean,accel_x_std,accel_y_mean,accel_y_std,accel_z_mean,accel_z_std,gyro_x_mean,gyro_y_mean,gyro_z_mean,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,yaw_speed,foot_force_0,foot_force_1,foot_force_2,foot_force_3,body_height,mode,gait_type,error_code,power_v_mean,power_a_mean
3360,-0.012356,0.049558,-0.179351,0.032955,9.573215,0.019568,-0.007799,-0.003690,0.003158,-0.053499,-0.137204,0.316820,-0.008335,0.000860,-0.024079,-0.016656,-0.018252,-0.710537,0.001065,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.128294,-1.978000
3380,-0.029928,0.048961,-0.178634,0.030005,9.578670,0.025243,-0.008404,-0.003945,0.001381,-0.053503,-0.137227,0.316814,-0.000805,-0.002219,-0.023360,-0.016659,-0.018219,-0.710752,-0.010653,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.978000
3400,-0.034539,0.053186,-0.177526,0.030353,9.574635,0.025209,-0.007970,-0.003867,0.002052,-0.053541,-0.137268,0.316807,-0.008896,-0.006907,-0.023280,-0.016660,-0.018195,-0.711020,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.978000
3420,-0.027662,0.054926,-0.177684,0.026088,9.566461,0.026909,-0.008865,-0.003196,0.005212,-0.053530,-0.137261,0.316793,-0.004228,0.005335,-0.023508,-0.016658,-0.018171,-0.710874,0.008522,0.000000,0.000000,0.000000,0.000000,0.322447,0.000000,0.000000,100.000000,30.128294,-1.978000
3440,-0.019308,0.058087,-0.178020,0.024549,9.568622,0.037236,-0.009141,-0.003746,0.006357,-0.053484,-0.137224,0.316792,0.006002,0.007343,-0.023027,-0.016653,-0.018182,-0.710596,0.010653,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.978000
3460,-0.025658,0.057248,-0.178727,0.024750,9.568864,0.041204,-0.009197,-0.004084,0.004439,-0.053488,-0.137230,0.316771,-0.004140,-0.012331,-0.024461,-0.016623,-0.018164,-0.710622,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.978000
3480,-0.029489,0.059680,-0.180882,0.025258,9.568665,0.039035,-0.009374,-0.002699,0.003160,-0.053488,-0.137260,0.316772,-0.002660,-0.002054,-0.023664,-0.016649,-0.018099,-0.710811,-0.014914,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.978000
3500,-0.017957,0.052318,-0.176652,0.029524,9.572416,0.041212,-0.008771,-0.003977,0.004261,-0.053537,-0.137315,0.316775,-0.001748,-0.006645,-0.023101,-0.016568,-0.018095,-0.711037,0.012783,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.978000
3520,-0.001077,0.054210,-0.179286,0.029425,9.573136,0.043360,-0.006356,-0.004368,0.005504,-0.053539,-0.137301,0.316774,-0.010849,-0.001835,-0.023209,-0.016511,-0.018113,-0.710782,0.027697,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.978000
3540,-0.000660,0.057460,-0.183982,0.032834,9.574827,0.034965,-0.005877,-0.003526,0.004335,-0.053498,-0.137272,0.316770,-0.001009,0.009818,-0.022998,-0.016535,-0.018114,-0.710619,0.007457,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.978000
3560,-0.013168,0.058485,-0.182797,0.032126,9.581755,0.030470,-0.006534,-0.003409,0.002628,-0.053523,-0.137278,0.316766,-0.014501,-0.017751,-0.022952,-0.016515,-0.018135,-0.710779,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322444,0.000000,0.000000,100.000000,30.110588,-1.952000
3580,-0.018343,0.061227,-0.178522,0.036059,9.577078,0.032670,-0.006495,-0.004261,0.002371,-0.053550,-0.137322,0.316772,-0.011469,-0.004864,-0.022987,-0.016535,-0.018098,-0.711064,-0.003196,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
3600,-0.014445,0.061297,-0.171305,0.038709,9.578802,0.035201,-0.007954,-0.003799,0.004332,-0.053551,-0.137306,0.316783,-0.002116,0.001474,-0.022215,-0.016565,-0.018145,-0.711026,0.011718,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
3620,-0.014046,0.061496,-0.173739,0.038087,9.585824,0.030965,-0.009942,-0.004261,0.004084,-0.053540,-0.137264,0.316812,0.001066,0.003326,-0.021667,-0.016592,-0.018214,-0.710836,0.010653,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.110588,-1.952000
3640,-0.021548,0.054196,-0.180029,0.038778,9.576572,0.035322,-0.010068,-0.005326,0.002887,-0.053519,-0.137256,0.316810,0.002140,-0.002937,-0.022775,-0.016617,-0.018180,-0.710819,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
3660,-0.028611,0.058884,-0.180563,0.040660,9.577526,0.037918,-0.010582,-0.006036,0.002202,-0.053530,-0.137284,0.316791,0.001186,-0.002091,-0.022822,-0.016669,-0.018149,-0.711069,-0.006392,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.952000
3680,-0.022386,0.054996,-0.176652,0.043524,9.586823,0.038824,-0.009800,-0.005894,0.003906,-0.053564,-0.137305,0.316793,-0.001289,-0.007235,-0.022391,-0.016640,-0.018166,-0.711164,-0.003196,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.952000
3700,-0.005368,0.061001,-0.178329,0.039249,9.577386,0.037123,-0.008660,-0.005979,0.004948,-0.053560,-0.137285,0.316810,0.005522,-0.002107,-0.022553,-0.016599,-0.018215,-0.711022,0.012783,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.952000
3720,-0.003089,0.063699,-0.180994,0.042464,9.572713,0.035681,-0.008591,-0.005842,0.004261,-0.053524,-0.137258,0.316811,0.006598,-0.002267,-0.022561,-0.016619,-0.018199,-0.710864,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.952000
3740,-0.009776,0.063464,-0.176932,0.040390,9.582913,0.033061,-0.008629,-0.004687,0.001704,-0.053544,-0.137287,0.316814,-0.011040,-0.008036,-0.022026,-0.016638,-0.018177,-0.711111,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
3760,-0.010574,0.064098,-0.175535,0.037799,9.577845,0.032796,-0.007812,-0.004971,0.001456,-0.053579,-0.137357,0.316821,-0.003561,-0.004484,-0.022129,-0.016603,-0.018103,-0.711370,0.010653,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.101734,-1.952000
3780,-0.003823,0.058644,-0.175819,0.030546,9.576692,0.035064,-0.008282,-0.005533,0.003505,-0.053564,-0.137331,0.316818,-0.011632,-0.001051,-0.021479,-0.016628,-0.018104,-0.711207,0.011718,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.952000
3800,-0.009776,0.054084,-0.175176,0.038234,9.582952,0.038272,-0.007705,-0.004119,0.006001,-0.053522,-0.137315,0.316813,-0.001911,-0.005237,-0.021885,-0.016558,-0.018068,-0.710921,0.015979,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.952000
3820,-0.023184,0.042913,-0.179445,0.040360,9.578322,0.043966,-0.007812,-0.003125,0.004190,-0.053504,-0.137316,0.316818,0.008825,-0.009735,-0.022514,-0.016567,-0.018050,-0.710896,-0.004261,0.000000,0.000000,0.000000,0.000000,0.322433,0.000000,0.000000,100.000000,30.110588,-1.952000
3840,-0.042246,0.052665,-0.177750,0.039992,9.579821,0.046191,-0.008556,-0.003402,0.002646,-0.053530,-0.137354,0.316804,-0.001957,-0.013679,-0.022157,-0.016614,-0.018005,-0.711275,-0.018109,0.000000,0.000000,0.000000,0.000000,0.322432,0.000000,0.000000,100.000000,30.119440,-1.952000
3860,-0.039385,0.053319,-0.174777,0.040930,9.587062,0.046605,-0.008842,-0.003870,0.004652,-0.053570,-0.137379,0.316810,0.014093,-0.012965,-0.021801,-0.016562,-0.018054,-0.711358,0.010653,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.952000
3880,-0.025564,0.060774,-0.176746,0.042419,9.579354,0.042072,-0.008591,-0.004192,0.006460,-0.053551,-0.137348,0.316815,0.010398,0.013114,-0.021674,-0.016579,-0.018071,-0.711139,0.027697,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.952000
3900,-0.018150,0.069235,-0.183350,0.036726,9.579240,0.038855,-0.008866,-0.004467,0.005189,-0.053545,-0.137298,0.316826,-0.004308,-0.006877,-0.021301,-0.016593,-0.018157,-0.710916,0.008522,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.952000
3920,-0.019074,0.069965,-0.181161,0.032686,9.587619,0.031025,-0.007989,-0.004829,0.002379,-0.053557,-0.137324,0.316823,0.009693,-0.026665,-0.022066,-0.016557,-0.018145,-0.711125,-0.017044,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
3940,-0.007701,0.058476,-0.181361,0.032770,9.585904,0.030602,-0.007705,-0.005149,0.003870,-0.053584,-0.137354,0.316820,-0.012929,0.002891,-0.021270,-0.016634,-0.018111,-0.711378,-0.001065,0.000000,0.000000,0.000000,0.000000,0.322438,0.000000,0.000000,100.000000,30.110588,-1.952000
3960,0.004828,0.048804,-0.172223,0.036629,9.585706,0.030102,-0.008877,-0.005575,0.004936,-0.053604,-0.137347,0.316826,-0.005503,-0.011290,-0.021243,-0.016610,-0.018182,-0.711326,0.022371,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.952000
3980,0.011006,0.051490,-0.171726,0.033524,9.585728,0.035036,-0.008763,-0.004570,0.005498,-0.053594,-0.137326,0.316836,-0.007817,-0.006585,-0.021459,-0.016531,-0.018205,-0.711060,0.012783,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.952000
4000,-0.000319,0.047084,-0.170427,0.029924,9.584229,0.038049,-0.009800,-0.004012,0.003089,-0.053545,-0.137305,0.316837,-0.003952,-0.014973,-0.021928,-0.016608,-0.018159,-0.711035,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322433,0.000000,0.000000,100.000000,30.128294,-1.952000
4020,-0.019887,0.063041,-0.170992,0.028148,9.587852,0.038719,-0.010893,-0.004983,0.000997,-0.053579,-0.137340,0.316838,-0.010930,-0.012125,-0.021215,-0.016639,-0.018142,-0.711395,-0.018109,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.110588,-1.952000
4040,-0.028306,0.070568,-0.169216,0.026164,9.586848,0.037105,-0.009312,-0.005395,0.001890,-0.053628,-0.137364,0.316840,0.000247,-0.004788,-0.021457,-0.016602,-0.018191,-0.711558,0.006392,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.952000
4060,-0.019849,0.072527,-0.174777,0.019206,9.573642,0.036225,-0.007629,-0.005876,0.004192,-0.053621,-0.137340,0.316852,-0.008392,-0.015798,-0.021885,-0.016545,-0.018233,-0.711355,0.002131,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.974000
4080,-0.024620,0.070830,-0.178009,0.022681,9.575412,0.029932,-0.007315,-0.005788,0.003267,-0.053579,-0.137305,0.316847,-0.009144,-0.008606,-0.021760,-0.016549,-0.018195,-0.711107,0.004261,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4100,-0.034117,0.066359,-0.182438,0.025155,9.577485,0.026530,-0.006001,-0.006569,0.001846,-0.053584,-0.137298,0.316831,-0.004191,0.006256,-0.022079,-0.016597,-0.018226,-0.711258,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.974000
4120,-0.032438,0.062708,-0.182461,0.025099,9.576574,0.026597,-0.006529,-0.006082,0.002474,-0.053616,-0.137347,0.316825,-0.004890,-0.000000,-0.022063,-0.016563,-0.018191,-0.711514,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.110588,-1.974000
4140,-0.010415,0.048932,-0.174418,0.029655,9.574533,0.024003,-0.007350,-0.004829,0.006108,-0.053626,-0.137376,0.316817,0.003832,-0.001055,-0.022403,-0.016579,-0.018158,-0.711446,0.020240,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.974000
4160,0.001238,0.059833,-0.167346,0.044680,9.586096,0.033227,-0.008853,-0.003673,0.007604,-0.053587,-0.137322,0.316811,-0.006970,0.006453,-0.022303,-0.016541,-0.018176,-0.711144,0.013848,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4180,-0.002195,0.057025,-0.171584,0.044207,9.581755,0.036441,-0.008664,-0.003764,0.003515,-0.053604,-0.137341,0.316803,-0.010491,-0.000977,-0.022555,-0.016501,-0.018192,-0.711226,-0.013848,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4200,-0.011412,0.063179,-0.169509,0.042254,9.583869,0.037921,-0.009800,-0.003515,0.001278,-0.053615,-0.137379,0.316808,-0.003086,-0.002153,-0.022158,-0.016549,-0.018138,-0.711549,-0.014914,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.974000
4220,-0.011452,0.064127,-0.166636,0.044454,9.583948,0.038171,-0.009232,-0.004616,0.002131,-0.053638,-0.137401,0.316808,0.008307,-0.005004,-0.022251,-0.016569,-0.018152,-0.711694,0.004261,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.974000
4240,-0.004230,0.063548,-0.168312,0.044209,9.583949,0.040223,-0.009019,-0.003515,0.004439,-0.053616,-0.137379,0.316811,0.000070,-0.000580,-0.022158,-0.016563,-0.018129,-0.711436,0.027697,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.110588,-1.974000
4260,-0.009461,0.057235,-0.175395,0.035837,9.579315,0.031507,-0.008316,-0.003471,0.003333,-0.053585,-0.137342,0.316819,-0.002153,0.004772,-0.021898,-0.016523,-0.018138,-0.711210,0.006392,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.974000
4280,-0.025873,0.050882,-0.179527,0.037866,9.579781,0.031086,-0.007388,-0.002955,0.002131,-0.053577,-0.137374,0.316808,0.004589,0.000208,-0.022610,-0.016507,-0.018069,-0.711363,-0.021305,0.000000,0.000000,0.000000,0.000000,0.322434,0.000000,0.000000,100.000000,30.119440,-1.974000
4300,-0.033040,0.058505,-0.178568,0.041187,9.574971,0.031883,-0.007812,-0.001775,0.003267,-0.053616,-0.137430,0.316795,0.001981,-0.010925,-0.022859,-0.016513,-0.018028,-0.711700,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.974000
4320,-0.028808,0.057393,-0.174622,0.039391,9.577541,0.032566,-0.007800,-0.001718,0.004158,-0.053631,-0.137427,0.316803,-0.004831,0.004144,-0.021504,-0.016561,-0.018042,-0.711729,0.009587,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.110588,-1.974000
4340,-0.018652,0.064839,-0.177905,0.039012,9.573253,0.037085,-0.007422,-0.003368,0.005051,-0.053623,-0.137389,0.316814,-0.000702,0.007174,-0.021679,-0.016517,-0.018122,-0.711462,0.021305,0.000000,0.000000,0.000000,0.000000,0.322447,0.000000,0.000000,100.000000,30.119440,-1.974000
4360,-0.018675,0.066133,-0.185551,0.033961,9.567590,0.037143,-0.007741,-0.004048,0.002095,-0.053619,-0.137370,0.316810,-0.003533,0.005500,-0.022228,-0.016493,-0.018165,-0.711365,0.000000,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.128294,-1.974000
4380,-0.019115,0.065963,-0.181805,0.030785,9.569393,0.036355,-0.008625,-0.005051,0.000344,-0.053626,-0.137407,0.316811,-0.000941,-0.001921,-0.022279,-0.016502,-0.018088,-0.711628,-0.013848,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.974000
4400,-0.011392,0.056936,-0.173232,0.029071,9.576926,0.035117,-0.009141,-0.006082,0.001512,-0.053669,-0.137430,0.316814,-0.005346,0.013415,-0.021459,-0.016509,-0.018124,-0.711842,0.003196,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.974000
4420,0.001237,0.052444,-0.171225,0.031529,9.567790,0.031271,-0.008700,-0.006995,0.003977,-0.053654,-0.137423,0.316817,0.004846,0.009716,-0.021924,-0.016527,-0.018126,-0.711713,0.019175,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.974000
4440,0.003514,0.053207,-0.173734,0.028256,9.569894,0.024239,-0.009106,-0.005120,0.003746,-0.053620,-0.137402,0.316813,0.000770,0.000316,-0.022261,-0.016486,-0.018095,-0.711508,0.013848,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4460,-0.013607,0.049360,-0.171465,0.026973,9.580158,0.026661,-0.009481,-0.004119,0.002521,-0.053600,-0.137408,0.316805,0.003509,0.000680,-0.022146,-0.016531,-0.018051,-0.711639,-0.003196,0.000000,0.000000,0.000000,0.000000,0.322442,0.000000,0.000000,100.000000,30.119440,-1.974000
4480,-0.026256,0.059551,-0.175974,0.032484,9.580398,0.027726,-0.008984,-0.004865,0.002415,-0.053636,-0.137437,0.316798,-0.002550,0.000217,-0.022309,-0.016543,-0.018060,-0.711899,-0.004261,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4500,-0.025538,0.058951,-0.177809,0.031846,9.579518,0.027827,-0.009055,-0.004439,0.004616,-0.053649,-0.137454,0.316797,0.003025,-0.003194,-0.022318,-0.016579,-0.018039,-0.711919,0.017044,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.974000
4520,-0.017957,0.065155,-0.183199,0.026630,9.578516,0.032880,-0.007951,-0.004413,0.006163,-0.053620,-0.137410,0.316793,-0.001513,0.003943,-0.022262,-0.016532,-0.018054,-0.711595,0.021305,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.974000
4540,-0.031080,0.054771,-0.182757,0.030716,9.582749,0.039611,-0.007930,-0.004024,0.003472,-0.053583,-0.137410,0.316790,-0.003758,-0.004665,-0.022297,-0.016556,-0.018000,-0.711524,-0.002131,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.974000
4560,-0.041214,0.056404,-0.182216,0.031963,9.578474,0.035620,-0.008332,-0.004794,0.000875,-0.053598,-0.137434,0.316778,-0.016184,0.001822,-0.022184,-0.016603,-0.017975,-0.711797,-0.011718,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4580,-0.030726,0.049352,-0.174821,0.028181,9.584522,0.036525,-0.008009,-0.004774,0.001775,-0.053644,-0.137470,0.316779,-0.007281,0.000872,-0.021845,-0.016592,-0.017996,-0.712016,0.004261,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4600,-0.013425,0.049340,-0.171014,0.032281,9.580484,0.040967,-0.008712,-0.004603,0.003766,-0.053629,-0.137458,0.316791,0.004517,0.002492,-0.022023,-0.016597,-0.017992,-0.711851,0.022371,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.985000
4620,-0.004429,0.056824,-0.170068,0.035734,9.580558,0.037164,-0.009055,-0.004368,0.004652,-0.053599,-0.137417,0.316777,-0.003687,-0.002184,-0.022511,-0.016561,-0.018022,-0.711576,0.007457,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.985000
4640,-0.012666,0.057622,-0.177248,0.034505,9.579240,0.035859,-0.009450,-0.004124,0.003505,-0.053610,-0.137433,0.316783,-0.000549,-0.001513,-0.022254,-0.016537,-0.018016,-0.711719,-0.026632,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.128294,-1.985000
4660,-0.022938,0.068461,-0.175433,0.031877,9.573411,0.042142,-0.008831,-0.004399,0.001375,-0.053646,-0.137477,0.316779,0.005505,-0.004345,-0.023037,-0.016546,-0.018011,-0.712064,-0.023436,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.985000
4680,-0.020271,0.068264,-0.174657,0.031727,9.576129,0.046395,-0.009019,-0.003906,0.003302,-0.053677,-0.137502,0.316770,0.003828,-0.000884,-0.022398,-0.016562,-0.018004,-0.712200,0.009587,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.119440,-1.985000
4700,-0.019313,0.068928,-0.176333,0.028977,9.578721,0.042124,-0.007989,-0.004261,0.003338,-0.053661,-0.137478,0.316772,0.015013,0.001099,-0.022618,-0.016514,-0.018046,-0.711944,0.015979,0.000000,0.000000,0.000000,0.000000,0.322440,0.000000,0.000000,100.000000,30.110588,-1.985000
4720,-0.029648,0.057984,-0.184553,0.023140,9.577806,0.043350,-0.007386,-0.004794,0.001846,-0.053675,-0.137459,0.316779,-0.001741,0.004806,-0.022408,-0.016423,-0.018101,-0.711808,0.014914,0.000000,0.000000,0.000000,0.000000,0.322430,0.000000,0.000000,100.000000,30.119440,-1.985000
4740,-0.034995,0.058624,-0.180962,0.028970,9.581635,0.040721,-0.007528,-0.005468,0.000923,-0.053702,-0.137501,0.316793,-0.003744,-0.026098,-0.022262,-0.016419,-0.018072,-0.712074,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4760,-0.029657,0.051110,-0.174622,0.034162,9.591173,0.031188,-0.008110,-0.006563,0.001924,-0.053751,-0.137527,0.316807,-0.006171,-0.018973,-0.021557,-0.016410,-0.018107,-0.712300,-0.014914,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4780,-0.016026,0.052639,-0.164273,0.037897,9.585534,0.027674,-0.007697,-0.005773,0.004399,-0.053717,-0.137518,0.316810,-0.004668,-0.003174,-0.021472,-0.016450,-0.018066,-0.712153,0.019175,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4800,-0.006140,0.060690,-0.165432,0.039636,9.583256,0.030096,-0.008316,-0.005051,0.004502,-0.053695,-0.137497,0.316809,0.010439,-0.016540,-0.022376,-0.016440,-0.018095,-0.711988,0.006392,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.985000
4820,-0.016335,0.060780,-0.170954,0.043322,9.584802,0.027826,-0.009278,-0.003608,0.002062,-0.053686,-0.137507,0.316805,0.015782,-0.005219,-0.022287,-0.016448,-0.018042,-0.712107,-0.003196,0.000000,0.000000,0.000000,0.000000,0.322435,0.000000,0.000000,100.000000,30.119440,-1.985000
4840,-0.024869,0.067481,-0.175665,0.042012,9.586190,0.029508,-0.008453,-0.004467,0.000309,-0.053726,-0.137529,0.316806,-0.008729,-0.002514,-0.021703,-0.016465,-0.018048,-0.712376,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322439,0.000000,0.000000,100.000000,30.119440,-1.985000
4860,-0.018076,0.064760,-0.176612,0.039208,9.586744,0.033782,-0.008700,-0.004545,0.003835,-0.053732,-0.137538,0.316812,0.000132,0.000474,-0.021366,-0.016502,-0.018068,-0.712390,0.006392,0.000000,0.000000,0.000000,0.000000,0.322435,0.000000,0.000000,100.000000,30.110588,-1.985000
4880,-0.011353,0.064236,-0.179565,0.034797,9.580243,0.033467,-0.008797,-0.004880,0.007594,-0.053706,-0.137501,0.316815,-0.008455,-0.003916,-0.021572,-0.016487,-0.018068,-0.712078,0.022371,0.000000,0.000000,0.000000,0.000000,0.322437,0.000000,0.000000,100.000000,30.119440,-1.985000
4900,-0.019273,0.057934,-0.182478,0.031207,9.578723,0.034100,-0.009126,-0.004190,0.007066,-0.053658,-0.137488,0.316797,0.007008,-0.009496,-0.022714,-0.016506,-0.018026,-0.711939,-0.005326,0.000000,0.000000,0.000000,0.000000,0.322434,0.000000,0.000000,100.000000,29.960079,-1.985000
4920,-0.027853,0.058623,-0.175814,0.032817,9.578442,0.033280,-0.010298,-0.005717,0.005646,-0.053667,-0.137486,0.316794,-0.006323,0.003228,-0.022228,-0.016585,-0.018034,-0.712187,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4940,-0.025578,0.056222,-0.169749,0.029236,9.576168,0.031907,-0.010475,-0.004900,0.006036,-0.053707,-0.137525,0.316802,-0.003777,-0.002873,-0.022104,-0.016600,-0.018034,-0.712483,-0.002131,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
4960,-0.016720,0.053528,-0.165998,0.030961,9.569663,0.024399,-0.010582,-0.005291,0.006534,-0.053710,-0.137511,0.316799,0.001616,-0.001032,-0.022171,-0.016623,-0.018063,-0.712422,0.009587,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.119440,-1.985000
4980,-0.010654,0.060458,-0.171784,0.029235,9.568708,0.022545,-0.010582,-0.004865,0.004829,-0.053680,-0.137474,0.316803,-0.003637,0.000466,-0.022304,-0.016621,-0.018073,-0.712144,0.010653,0.000000,0.000000,0.000000,0.000000,0.322443,0.000000,0.000000,100.000000,30.110588,-1.985000
5000,-0.015562,0.056829,-0.178793,0.033448,9.572058,0.021389,-0.009965,-0.005739,0.002268,-0.053660,-0.137466,0.316798,0.007237,0.002100,-0.022530,-0.016633,-0.018071,-0.712140,-0.009587,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
5020,-0.022938,0.061312,-0.179179,0.027440,9.572829,0.022911,-0.009794,-0.005258,0.001649,-0.053689,-0.137501,0.316795,0.004485,-0.002003,-0.022505,-0.016643,-0.018046,-0.712409,-0.008522,0.000000,0.000000,0.000000,0.000000,0.322436,0.000000,0.000000,100.000000,30.119440,-1.985000
5040,-0.017841,0.057968,-0.170413,0.033706,9.572829,0.022435,-0.010343,-0.005223,0.004708,-0.053697,-0.137522,0.316791,0.004193,-0.012556,-0.022495,-0.016663,-0.018011,-0.712473,0.012783,0.000000,0.000000,0.000000,0.000000,0.322441,0.000000,0.000000,100.000000,30.119440,-1.985000
